"id","text_pt","sentiment"
"1523","Podem comprar Muito bonito gostei bastante bem robusta e otimo acabamento.","pos"
"1524","muito bonita material exelente Faca muito linda a mais bonita da minha coleçao.","pos"
"1525","Excelente Produto excelente.  Mês que vem comprarei mais uma.","pos"
"1526","Top!!! Muito top! recomendo a todos. Parabéns pela faca.","pos"
"1527","Muito boa! Foi presente a pessoa que ganhou gostou muito.","pos"
"1528","Ótimo Muito bom produto de qualidade trabalho bem feito.","pos"
"1529","Excelência Muito bom mesmo muito bom mesmo excelente lâmina.","pos"
"1530","Poderia ser melhor  Bom.  Porém fica muito escura fácil de mais.","pos"
"1531","Excelente Otima faca muito bem feita muito boa fiu.","pos"
"1532","Vale a pena  A faca é linda!! adorei a compra.","pos"
"1533","Top! Muito bonita e corta muito bem! Muito top  bonita e com belo acabamento.","pos"
"1534","Excelente Melhor do que o esperado. Muito boa.","pos"
"1535","Tudo perfeito adorei Ótimo produto adorei super recomendo nota 10.","pos"
"1536","Muito muito boa mesmo  Ótima. Com um aço de qualidade insuperável.","pos"
"1537","Excelente Perfeito para o propósito a qual adquiri.","pos"
"1538","Nota 100000000000 Muito bom o produlto perfeito meus parabens.","pos"
"1539","Muito boa  Muito bom gostei até comprei mais duas.","pos"
"1540","Bom Aparentemente bom vamos usar pra ver.","pos"
"1541","Excelente Muito bom de boa qualidade otimo.","pos"
"1542","Muito Satisfeito! Produto lindo e de ótima qualidade!.","pos"
"1543","Excelente Produto de qualidade  muito bom recomendo!.","pos"
"1544","Excelente Excelente super amolada e muito bonita !!!!!!.","pos"
"1545","Top A faca é top. Sensacional gostei.","pos"
"1546","Show Top.  Recomendo gostei demais profissinalismo otimo.","pos"
"1547","Excelente Excelente produto muito bom top demais.","pos"
"1548","Excelente Faca de excelente qualidade gostei muito.","pos"
"1549","Excelente produto espetacular  Exelente corte longetudinial sem deixar residuo.","pos"
"1550","Otimo otimo Simplismente sensacional produto com otimo qualidade.","pos"
"1551","Top Ótima compra produto de qualidade.","pos"
"1552","Ótimo  Ótimo excelente produto de qualidade.","pos"
"1553","Excelente Produto excelente!! recomendo para todos.","pos"
"1554","Excelente Ótimo material de qualidade recomendo.","pos"
"1555","Excelente Ótimo.  Produto com.  Ecelente acabamento.","pos"
"1556","Excelente Produto de muita qualidade. Obrigado.","pos"
"1557","Otimo Bem feito.  Acabamento de acordo.","pos"
"1558","Excelente Excelente qualidade. Ótima para presentear!.","pos"
"1559","Otima aquisicao Perfeito melhor que a expectativa!!!.","pos"
"1560","Presente perfeito Linda! exatamente como na foto!.","pos"
"1561","Excelente Muito bom recomendo esse produto.","pos"
"1562","Muito bom Item de coleção. Qualidade impecável.","pos"
"1563","Maravilhosa Perfeito. Meu esposo amou.","pos"
"1564","Recomendo Produto de qualidade! recomendo.","pos"
"1565","Excelente Nossa foi tudo de bom e feito com muito carinho e detalhes que não se descreve com palavras parabéns aos profissionais que fizeram.","pos"
"1566","Excelente Amei e minha mãe amou também. Foi dado de presente a ela. Já foi até benzido na missa de cura e libertação.","pos"
"1567","Muito bom Bom  mas poderia ter um acabamento bem melhor  mas  eu indico sim por ser bom.","pos"
"1568","Produto de primeira qualidade Excelente produto gostei muito de primeira qualidade recomendo a todos comprarem produto top.","pos"
"1569","Excelente Ficamos muito felizes com o produto! deus abençoe o trabalho de vocês!.","pos"
"1570","Muito bom Bom produto. Um pouco inferior ao que eu esperava! mas me atendeu.","pos"
"1571","Lindo crucifixo e de ótimo acabamento Compra satisfatória e recomendo o produto. Lindo crucifixo e de ótimo acabamento.","pos"
"1572","Excelente Muito linda a cruz. Tamanho satisfatório pelo valor r$. Pode comprar.","pos"
"1573","Ótimo custo benefício. Achei a peça linda!!! Produto muito lindo e de material de boa qualidade.","pos"
"1574","Lindo Lindo comprei para colocar na minha parede de entrada.","pos"
"1575","Otimo Muito bonito e o material é de ótima qualidade.","pos"
"1576","Excelente Perfeito lindo muito bonito idéias para uma sala.","pos"
"1577","Amei! Lindo! só precisa ser envernizado nos lados.","pos"
"1578","Excelente Perfeito amei ficou lindo na minha sala.","pos"
"1579","Excelente Muito bonito o q eu queria mesmo.","pos"
"1580","Excelente Perfeito  recomendo a todos colocar em casa.","pos"
"1581","Gostei  O crucifixo  é  igual a descrição mencionada.","pos"
"1582","Excelente Muito lindo e de exelente qualidade.","pos"
"1583","Lindo produto de qualidade eu amei.","neg"
"1584","Excelente Produto bonito e bem acabado. Recomendo.","pos"
"1585","Perfeito!! Adoramos!!  Perfeição!!! muito bonita. Atendeu minhas expectativas.","pos"
"1586","Supriu as minhas expectativas em tamanho e beleza Gostei muito mesmo comprarei de novo.","pos"
"1587","Explendito Maravilhoso perfeito do jeito que imaginei.","pos"
"1588","Excelente  Exatamente como na foto. Estou satisfeita.","pos"
"1589","excelente  Produto lindo e muito bem acabado.","pos"
"1590","Otimo. Bem trabalhado com acabamento muito legal.","pos"
"1591","Muito bom Lindooo. Adorei. Elegante. Tamanho bom.","pos"
"1592","Maravilhoso Maravilhoso. Superou minhas expectativas. Amei.","pos"
"1593","Otimo custo beneficio. Lindo! Otimo custo beneficio. Mutio bonito.","pos"
"1594","Ótimo material e muito bem feito Muito bem trabalhado lindo demais.","pos"
"1595","Linda Linda acabamento bem feito  amei.","pos"
"1596","Ótimo  Minha esposa adorou. Muito bonito.","pos"
"1597","Excelente produto.  Excelente produto superou as expectativas.","pos"
"1598","Excelente Muito bem feito. Me surpreendeu.","pos"
"1599","Recomendo Muito bonito. Exatamente como anunciado.","pos"
"1600","Maravilhoso Muito bonito. Muito bem fabricado.","pos"
"1601","Excelente Produto superou minhas expectativas.","pos"
"1602","Excelente Excelente!! ótimo custo-benefício.","pos"
"1603","Tudo perfeito  Muito bonito. Ótimo acabamento.","pos"
"1604","Excelente Crucifixo lindo!! tamanho ótimo.","pos"
"1605","Excelente Ameiiiiiiiiiii!!!! comprarei novamente.","pos"
"1606","Uma volta ao passado. Visual arrojado. Resgata todas as melhores recordações de uma vida atraves da música em todas as mídias. Adorei! um sonho realizado.","pos"
"1607","Excelente Ótima e me atendeu perfeitamente. Sem contar que procurava a muito tempo e com um preço.  Acessível. Funcionando maravilhosamente bem.","pos"
"1608","Excelente Excelente produto qualidade no som e cumpre o que manda.","pos"
"1609","Excelente Ótimo perfeito ficou muito bom como eu imaginei.","pos"
"1610","Excelente Muito bom otima qualidade e perfeito.","pos"
"1611","Lindona  Comprei pra dar de presente e a pessoa gostou muito.","pos"
"1612","Excelente Muito bonito mesmo vou compra mais super que recomendo.","pos"
"1613","Excelente Produto conforme anunciado. Atende as expectativas.","pos"
"1614","Gostei muito da moeda  Muito bonito a moeda gostei muito.","pos"
"1615","Produto incrível. Produto lindo. Recomendo pra todos.","pos"
"1616","Excelente! Produto exatamente como descrito! gravação de excelente qualidade!.  Não usei o produto pois é presente!.","pos"
"1617","Perfeita  Amei faca dei de presente pro meu pai. Ele amou também ela é linda.","pos"
"1618","Muito bom e qualidade e ótimo  Dei de presente para um amigo foi muito bom.","pos"
"1619","Otimo produto Excelente produto muito boa qualidade vale o investimento.","pos"
"1620","Amei A faca é simplesmente linda. Perfeita.","pos"
"1621","Otimo produto  Muito bom o produto de qualidade.","pos"
"1622","Excelente Muito bom excelente qualidade recomendo.","pos"
"1623","Amei Faca linda e gravação impecável.","pos"
"1624","Excelente Ótima qualidade recomendo a loja.","pos"
"1625","Excelente Ótima qualidade. Ótimo acabamento.","pos"
"1626","Excelente Lindaaaaaaaaa otima aquisição.","pos"
"1627","Linda! Material de ótima qualidade. Não tem a cor vermelha e nem terá.","pos"
"1628","Muito ruim Tudo bem que o valor é bem em conta. Mas o tecido é super fino e transparente. Só da pra usar de maneira não oficial.","neg"
"1629","Boa Pelo custo benefício tá bom. A bandeira é de tecido acetinado simples um pouco transparente mas o acabamento é bom.","pos"
"1630","Maravilhosa A nossa bandeira é o simbolo mais amado da nossa patria e a bandeira mais bela!.","pos"
"1631","Ruim Ela não é dupla face não! material muito frágil. O barato sai caro.","neg"
"1632","Muito bom Vou colocar uma na minha propriedade rural e outra pra desfilar pró bolsonaro.","pos"
"1633","Recomendo. Excelente. Ótimo tamanho e material.  Já pendurei/hasteei na janela do prédio.","pos"
"1634","Bora pra cima Bolsonaro reeleito  Gostei muito  da bandeira estou pronto para apoiar meu brasil bolsonaro 222.","pos"
"1635","Excelente Ótimo produto já esta hasteada e tremulando ao vento do meu brasil.","pos"
"1636","Excelente Muito bom foi como tinha imaginado  valeu o preço que paguei  recomendo.","pos"
"1637","Excelente Sou patriota e sempre pendurei bandeira do brasil em minha casa.","pos"
"1638","Ruim Pensei que fosse de tecido! é um topo de nylon fininho!.","neg"
"1639","Excelente Adorei a bandeira já hasteada na varanda de casa. Sou patriota.","pos"
"1640","Péssima qualidade O produto é de péssima qualidade e tecido fino uma porcaria.","neg"
"1641","Bom produto É um bom produto e vem de acordo com o descrito.","pos"
"1642","Recomendo. Linda! linda!l linda! produto bem acabado. Grande. Cores firmes. Recomendo.","pos"
"1643","Boa  Não era o que eu esperava o tecido mas é bonita.","neg"
"1644","Bonita. Só se lê ordem e progresso em um dos lados.","pos"
"1645","top Super top brasil acima de tudo deus acima de todos.","pos"
"1646","Qualidade ruim Péssima qualidade. Não é dupla face e nem oficial.","neg"
"1647","Satisfeito  Atendeu as expectativas.  Tamanho ideal.  Material de boa qualidade.","pos"
"1648","Excelente Muito bom o material. Não tenho do que reclamar!.","pos"
"1649","excelente custo beneficio. Excelente custo beneficio. Produto com boa qualidade preço razoável!.","pos"
"1650","Produto de qualidade Bandeira dupla face otima para inserir em qr local.","pos"
"1651","Excelente Sensacional é o produto que eu encomendei ótima qualidade.","pos"
"1652","Desanimado  É muito ruim não compro mais estou descepcionado.","neg"
"1653","Ruim Quelidade ruim e nao condiz com o anunciado.","neg"
"1654","Ruim Muuuito mais simples do que aparenta nas fotos.","neg"
"1655","Excelente O produto otimo gostei e vou continuar comprando.","pos"
"1656","Muito ruim Tecido bem fino! se escrever com canetinha borra.","neg"
"1657","Recomendo. É bem feita.. so o tecido que é fino.  O tecido é fino. Mas. Da pro gasto.","pos"
"1658","Baixa qualidade Nao e dupla face. Muito abaixo do esperado.","neg"
"1659","Excelente Do jeito que imaginei que a bandeira seria.","pos"
"1660","Muito bom Gostei do produto. Exatamente o que eu esperava.","pos"
"1661","Otimo produto! Dentro das minhas expectativas. Produto de boa qualidade.","pos"
"1662","nao gostei um lado fica escrita errado Nao gostei um lado fica escrita d erado.","neg"
"1663","Linda Era o que procurava! com o preço justo!!.","pos"
"1664","Excelente Produto muito bom respondeu minhas expectativas recomendo.","pos"
"1665","Excelente Exatamente o que eu esperava. Gostei muito.","pos"
"1666","Excelente Qualidade  100% recomendo vou voltar a comprar.","pos"
"1667","Excelente O produto é muito bom tenha acabado.","pos"
"1668","Preparem-se para o dia 7 d Setembro  Maravilhoso! serviu perfeitamente aos meus propósitos.","pos"
"1669","Excelente Tudo certo com o produto. Recomendado.","pos"
"1670","Excelente Recomendo produto veio em perfeito estado.","pos"
"1671","Otimo Produto de boa qualidade pode confiar.","pos"
"1672","Muito bom! Fiquei satisfeita  Muito bom. Produto conforme a descricao.","pos"
"1673","Muito bom Produto de qualidade! otimo custo beneficio.","pos"
"1674","De acordo com a descrição. Estava de acordo com minhas expectativas.","pos"
"1675","Muito boa bandeira Muito boa. Tecido e cores bons.","pos"
"1676","Show de bola. Tudo certo. Recomendo. Produto como anunciado.","pos"
"1677","Ok. Produto atende perfeitamente a minha solicitação.","pos"
"1678","Otimo Adorei era isso que eu esperava.","pos"
"1679","Excelente Material muita o bom belo preço.","pos"
"1680","Show Material muito bom. Excelente bandeira.","pos"
"1681","Excelente Muito bonita e ótima qualidade.","pos"
"1682","Excelente Produto conforme anunciado. Nota 100.","pos"
"1683","Muito bom Produto muito bom. Estou satisfeito.","pos"
"1684","Recomendo  Produto excelente de otimo acabamento.","pos"
"1685","Excelente Produto de boa qualidade. Recomendo.","pos"
"1686","Bom produto Muito boa ! bom custo beneficio.","pos"
"1687","Excelente Produto de alta qualidade recomendo.","pos"
"1688","Excelente Superou a expectativa. Muito linda.","pos"
"1689","Muito bom Produto honesto pelo valor cobrado.","pos"
"1690","Otimo  O produto chego super rapido !!!.","pos"
"1691","Produto conforme especificações. Conforme especificações. Compraria novamente.","pos"
"1692","Exatamente como estava aguardando.  Exatamente como estava esperando.","pos"
"1693","Excelente Ótimo custo benefício. Recomendo.","pos"
"1694","Exelente Otima qualidade exelente recomendo.","pos"
"1695","Excelente Produto de excelente qualidade!!!.","pos"
"1696","Muito bom Atendeu as minhas expectativas. . .","pos"
"1697","Enavegou bem rápido  Muito boa e bonita.","pos"
"1698","Fantastica  Lindaaaaaaaaa ameiiiiiiii. Perfeita.","pos"
"1699","Excelente Peça linda! veio muito bem embalada e como na foto. Comprei para dar de presente e foi um sucesso.","pos"
"1700","Imagem perfeita!  Maravilhosa a imagem! dei de presente para minha sobrinha que estava formando em medicina e ela amou.","pos"
"1701","Excelente Linda e muito bem feita a imagem! fiquei encantada!!! nora dez pra loja e produto!.","pos"
"1702","Excelente A imagem é simplesmente bela! traços perfeitos e delicados! vale muito a compra!.","pos"
"1703","Excelente Maravilhosa! superou minhas expectativas.  Porém não veio o brinde…mas estou super satisfeito.","pos"
"1704","Linda imagem! Linda! exatamente como na foto! achei o tamanho da imagem perfeito. Cuidadosamente embalada.","pos"
"1705","GRATIDAO! A imagem é impecavel! o acabamento é excelente! super recomendo!.","pos"
"1706","???????????? Linda! dei de presente pra minha mãe e ela amou.","pos"
"1707","Maravilhoso Produto de excelente qualidade!!! virei cliente!! até a proxima compra!.","pos"
"1708","Excelente Otimo qualidade e acabamento. A aureola tambem muito linda.","pos"
"1709","Fiquei muito satisfeita com a compra. Muito linda!!!! exatamente como nas fotos. Excelente qualidade.","pos"
"1710","Maravilhada com minha compra  nota mil Linda perfeita  eu amei  super recomendo   satisfação  mil.","pos"
"1711","Linda de mais! Linda de mais a imagem de maria santissima!.","pos"
"1712","Excelente Ótimo produto!.  A imagem é linda e perfeita.","pos"
"1713","Excelente Simplesmente linda!! adorei!! maior do que imaginava!.","pos"
"1714","Recomendo fortemente! Amei tanto que comprei mais duas! linda!.","pos"
"1715","Excelente! Lindo! muito bem feito e delicado.","pos"
"1716","Linda imagem! De muito bom gosto! Imagem preciosa e muito bem acabada!.","pos"
"1717","Produto de otima qualidade! Linda! produto de otima qualidade! recomendo!.","pos"
"1718","Maravilhosa Muito linda e de excelente qualidade.","pos"
"1719","Excelente Imagem muito bem feita!  recomendo!.","pos"
"1720","Excelente acabamento!  Excelente acabamento! recomendo a todos!.","pos"
"1721","Excelente Muito bonita. Recomendo a compra.","pos"
"1722","Maravilhosa Inagem lindissima! superou as expectativas!.","pos"
"1723","Mais bonito que em foto e de exelente qualidade.  Muito bonito e execelente qualidade.","pos"
"1724","Ótima qualidade  É linda!!! amei muito. Obrigada!!.","pos"
"1725","Perfeita Mais linda ainda pessoalmente.","pos"
"1726","Excelente! Excelente produto. Amei. Recomendo.","pos"
"1727","Excelente!  Lindissima. Amei minha comora!.","pos"
"1728","Excelente Imagem perfeita!!! parabéns!!!.","pos"
"1729","Excelente Produto com muita qualidade. Resistente e com design bem elegante.","pos"
"1730","Perfeita Perfeito!! amo minha bialetti  faz cafés maravilhosos.","pos"
"1731","Excelente Excelente para café bom e rápido.","pos"
"1732","Excelente produto Excelente produto. Ótimo acabamento. Muito funcional.","pos"
"1733","Cafeteira Cafeteira muito bonita excelente qualidade!.","pos"
"1734","Produto de excelente qualidade Produto de excelente qualidade.","pos"
"1735","Muito bom Muito                                             bom.","pos"
"1736","Ótimo Material bom me ajudou muito na organização das moedas.  Pelo preço é otimo.","pos"
"1737","Otimo Material muito bom recomendo  esta sendo muito util aqui.","pos"
"1738","Excelente Excelente. Produto de ótima qualidade.","pos"
"1739","Excelente A faca tem um qualidade muito boa tanto no corte como o material que parece ser bem resistente. Só não gostei da bainha que não tem uma qualidade boa. Porem vale a pena pela faca e a gravação.","pos"
"1740","Excelente... Muito top  Excelente. Material de qualidade. O acabamento da faca é excelente. A gravação do nome ficou muito bom também. Veio bem embalada com garantia e instruções de cuidados.","pos"
"1741","Faca Com alta qualidade  Excelente faca e acabamento impecavel. Ja é a segunda faca que compro. Em.  Breve comprarei outras para presentear meus amigos. Recomendo !.","pos"
"1742","Produto Excelente Qualidade Fiquei totalmente impressionado com a qualidade do produto! e gravação ficou excelente. Parabéns a toda equipe.","pos"
"1743","Excelente Muito boa porém deveria dar uma qualidade melhor a bainha já q a faca é ótima.","pos"
"1744","Tudo que eu queria no meu churrasco vale a pena  Olha eu gostei de mais tô loco pra utilizar linda de mais obrigado estou muito satisfeito.","pos"
"1745","Excelente faca! Excelente faca! além de bonita ja veio bem afiada! estou bastante satisfeito com a compra.","pos"
"1746","Exellentee comprem sem.medo de se feliz Faca muito boa qualidade excelente muito afiada.  Fiz um churras com ela não decepcionou.","pos"
"1747","Excelente Produto de excelente qualidade! me surpreendi com a qualidade da faca. Parabéns aos envolvidos!.","pos"
"1748","Serviço de profissional e outra coisa recomendo  Uma ótima faca com acabamento perfeito uma lâmina espetacular recomendo a todos do ml.","pos"
"1749","Excelente O produto atendeu plenamente minhas expectativas.  Excelente produto.  Meus cumprimentos ao fabricante xiru facas.","pos"
"1750","Tufo perfeito. Sem palavras.... parabéns  A faca é muito bonita. Produto de ótima qualidade. Nota 10 parabéns.","pos"
"1751","100  por sento Peça numa faca linda e boa nota 10 recomendo sim gravação maravilhosa.","pos"
"1752","Excelente Muito boa qualidade e linda. Vale muito a pena ótimo produto.","pos"
"1753","Não e dura muito e melhor comprar uma comum mesmo. No começo era mas ou menos agora não corta nem plástico.","neg"
"1754","Excelente Verdadeira obra de arte. Parabens aos profissionais que lapidaram esta peça.","pos"
"1755","Sow de bola Show a faca corta muito fiquei feliz com o resultado recomendo.","pos"
"1756","Excelente Produto muito bom fiquei muito satisfeito assim que possível comprarei outra.","pos"
"1757","Excelente Show de faca para churrasco e uso geral em cozinha.","pos"
"1758","Top Super recomendo xiru das facas além de bonita corta muito.","pos"
"1759","Ótimo produto.   Ótima faca. Já estou comprando outra para presentear. Amei. Obrigada.","pos"
"1760","Perfeito Acabamento perfeito. Ótimo produto. Agora preciso comprar a chaira rsrs.","pos"
"1761","Excelente faca É a segunda que compro todas são muito boas.","pos"
"1762","Recomendo!!! Excelente faca com ótimo acabamento e preço justo!!!.","pos"
"1763","Excelente Muito bom mesmo maravilhosa leve boa de cortar.","pos"
"1764","Excelente Ótimo produto linda demais ótimo fio bem detalhada.","pos"
"1765","Satisfeito Produto de excelente qualidade. Corta muito. Ótimo acabamento.","pos"
"1766","Gostei  O aço é de boa qualidade muito bom.","pos"
"1767","gosta de faca bonita e bem feita? essa é a faca! Que faca linda!!!  perfeita! a gravação ficou excelente.","pos"
"1768","Ruim Produto bem inferior ao que mostra na foto.","neg"
"1769","Excelente qualidade.  Faca muito bonita e afiada. Produto nota 10.","pos"
"1770","Excelente Gostei muito otima produto de otima qualidade.","pos"
"1771","Muito bom Muito bonita e ótima qualidade gostei muito.","pos"
"1772","Bom fio. Parece ser de boa qualidade. Tudo certo com o produto. Boa aquisição.","pos"
"1773","Um bom corte Boa  só achei que fosse mais larga.","neg"
"1774","Excelente Produto muito bom. Acabamento bem detalhado.","pos"
"1775","Excelente Produto de qualidade recomendo a todos.","pos"
"1776","Muito boa  bem trabalhada Faca muito boa superou minha expectativa.","pos"
"1777","Ótima faca  Ótima faca gostei muito corta muito.","pos"
"1778","Maravilhoso. Perfeita. Excelente produto. Mais que recomendo.","pos"
"1779","Excelente Muito boa a faca! excelente  compra.","pos"
"1780","Ótimo O produto é excelente!.  Ótima qualidade.","pos"
"1781","Gostei muito muito top produto excelente Produto muito top excelente gostei muito.","pos"
"1782","Muito bom excelente produto de qualidade impecável Produto excelente qualidade impecável nota mil.","pos"
"1783","Muito bom Gostei fio muito bom acabamento perfeito.","pos"
"1784","Excelente Produto bom. Atende extamento ao anunciiado.","pos"
"1785","Excelente Muito bonita. Meu marido amou!.","pos"
"1786","Excelente produto!! Excelente produto!! top de linha.","pos"
"1787","Excelente Excelente  recomendo  tô muito satisfeito.","pos"
"1788","Excelente Muito bom produto de qualidade.","pos"
"1789","Faca top excelente  Faca de excelente qualidade top.","pos"
"1790","Excelente Muito boa. Excelente qualidade. Parabéns.","pos"
"1791","Excelente Muito boa de otima qualidade.","pos"
"1792","Excelente Faca excelente. Boa qualidade.","pos"
"1793","Maravilhoso. Produto maravilhoso super recomendo.","pos"
"1794","Material top Excelente produto !!! perfeito.","pos"
"1795","Excelente Ótimo corte parabéns ????????.","pos"
"1796","Excelente Foi presente !!.","pos"
"1797","Excelente Muito boa.","pos"
"1798","Ruim Bandeira bonita mas não é dupla face. As inscrições  ordem e progresso só estão de um lado. As palavras dupla face são enganosas.","neg"
"1799","Muito bom O tecido deveria ser um pouco mais grosso. Não deixa de atender o objetivo.","pos"
"1800","Muito bom Não seria dupla face? imaginei que dupla face seria diferente.","pos"
"1801","Ruim Nao gostei do produto ! nao foi o q esperava.","neg"
"1802","Maravilha... Adorei. Já está lastreada na telhado aqui de casa.","pos"
"1803","Excelente Atende bem ao que se propõe. Compraria de novo.","pos"
"1804","Muito bom Comprei dupla face e veio somente de um lado.","pos"
"1805","Muito bom Bom produto com estampada nos 2 lados. Plenamente satisfeito.","pos"
"1806","Não gostei. Comprei dupla face e veio somente de um lado.","neg"
"1807","Excelente Excelente bandeira feito com material de 1ª. Gostei muito.","pos"
"1808","Muito bom. Produto muito bom recomendo a todos do ml.","pos"
"1809","Muito bom Para a finalidade que eu precisava serviu oerfeitamente.","pos"
"1810","BOM Muito e igual o que está no cartaz.","pos"
"1811","Virei fã do Mercado Livre! Ótima apresentação! muito bem acabado! chamou muita atenção!.","pos"
"1812","Decepcao O produto não é o divulgado não comprem.","pos"
"1813","Bandeiras de ótima qualidade.  Bandeiras de ótima qualidade. Ótimo custo benefício.","pos"
"1814","Excelente Material de ótima qualidade e tamanho ideal.","pos"
"1815","Gostei Ótimo produto  com ilhós  amarrar bandeira. Gostei.","pos"
"1816","Excelente Produto atende ao que se propõe.","pos"
"1817","Muito bom Ótimo produto. Já estão hasteadas.","pos"
"1818","Excelente Correspondeu ao que procurava. Gostei.","pos"
"1819","Ruim Baixa qualidade pelo valor pago.","neg"
"1820","Muito bom Dentro da expectativa…bom produto.","pos"
"1821","Bandeira linda Produto excelente! linda e maravilhosa.","pos"
"1822","MUITO BOA QUALIDADE! Muito boa qualidade! gostei muito!.","pos"
"1823","Muito bonita!!! Material macio e tamanho ótimo.","pos"
"1824","Otimo custo.  Beneficio muitp bom.","pos"
"1825","Excelente Produto bem feito. Leve!!!!!!!!!!!!!!.","pos"
"1826","Excelente Muito boa qualidade!!!.  Recomendo.","pos"
"1827","Muito fina e transparente  Péssima qualidade totalmente transparente.","neg"
"1828","Muito bom! Produto conforme o que mostra na imagem. Desenho muito bem feito e pintura tambem. Ficou lindo na parede do meu jardim! super recomendo.","pos"
"1829","LINDO Muito bonito o produto. Bem parecido com o da foto e em ótima qualidade.","pos"
"1830","Excelente produto Achei o produto lindo igual a foto era exatamente o que eu queria.","pos"
"1831","Excelente  Estou muito satisfeita. O produto é exatamente como tá na imagem. Recomendo!.","pos"
"1832","Maravilhoso Muito lindo. Fiquei apaixonada pelo divino espírito santo é como eu imaginava.","pos"
"1833","Excelente É muito lindo demais pessoalmente eu amei e recomendo com certeza perfeito.","pos"
"1834","Super recomendo. Muito lindo!!! dei de presente p minha irmã ela adorou!!!!.","pos"
"1835","Maravilhoso! O resplendor é maravilhoso! bem feito e de qualidade!.","pos"
"1836","Excelente Excelente! gostei muito! combinou com minha porta d3 entrada!.","pos"
"1837","Excelente Gostei muito era exatamente o que queria. . Excelente qualidade.","pos"
"1838","Muito bom. Muito bom pelo valor. Poderia melhorar no acabamento (lixa).","pos"
"1839","Excelente Muito lindo. Vou comprar para presentear um amigo!.","pos"
"1840","Muito lindo! É muito lindo! quem comprar vai ficar satisfeito.","pos"
"1841","Excelente É muito lindo! igual a foto. Super indico.","pos"
"1842","Excelente Maravilhoso!! exatamente como na imagem! excelente acabamento!l!!.","pos"
"1843","Excelente Ele e lindo! acabamento bem feito. Recomendo muiro.","pos"
"1844","Excelente Muito lindo! como na foto! valeu muito à pena!.","pos"
"1845","Excelente Muito bonito bem acabado e de bom gosto.","pos"
"1846","Excelente presente para pessoas católicas. Belíssimo estandarte com muitos detalhes e bom acabamento.","pos"
"1847","Excelente 15 estrelas. Super lindo e ótimo acabamento.","pos"
"1848","Excelente Espetacular lindo coloquei em cima do oxalá.","pos"
"1849","Excelente Muito bem feito. Comprei mais um.","pos"
"1850","Excelente Ameiiiiii muito feliz com a compra.","pos"
"1851","Excelente  Maravilhoso mais bonito wue a foto.","pos"
"1852","Amei Produto lindo e com ótimo acabamento.","pos"
"1853","Excelente Ótimo estão  de parabéns  muito  obrigado.","pos"
"1854","Lindooo Amei lindo dms. Iguam na descricao.","pos"
"1855","Excelente Lindooo !!! produto idêntico a foto!!! adorei.","pos"
"1856","Recomendo a todos  Lindo demais. Recomendo a todos.","pos"
"1857","Maravilhoso Maravilhoso eu amei.  Muito lindo.","neg"
"1858","Excelente Produto de muita qualidade! lindo!.","pos"
"1859","Muito lindo Espírito santo maravilhoso muito lindo.","pos"
"1860","Maravilhoso Muito lindo superou minhas expectativas.","pos"
"1861","Perfeito Muito lindo adorei super recomendo.","pos"
"1862","Excelente Maravilhoso eu estou muito satisfeita.","pos"
"1863","Excelente Ameeeeeeeiiiiiii. Produto lindiiiiiiisimo. Recomendo 100%.","pos"
"1864","Excelente Achei lindo! adorei o produto.","pos"
"1865","Única coisa que venho um pouco.mal acabado. Lindo. Maravilhoso compraria novamente.","pos"
"1866","Excelente Produto de excelente qualidade.","pos"
"1867","Perfeito . Muito lindo .  Simplesmente amei. Super lindo.","pos"
"1868","Excelente Maravilhoso excelente qualidade.","pos"
"1869","Muito ruim Produto enganoso não comprem. Eu estou fazendo a devolução. Pq fui enganado. Péssima qualidade.","neg"
"1870","Excelente Material muito bom. Fiquei muito satisfeito. Coloquei em casa no sítio e na chácara!.","pos"
"1871","EXCELENTE PRODUTO. Excelente produto. Vou comprar sempre com a senhora marina as bandeiras.","pos"
"1872","Excelente Excelente trabalho e ótima confecção.","pos"
"1873","Excelente Ótimo produto. Correspondeu as expectativas.","pos"
"1874","Muito bom Atendeu as minhas expectativas.","pos"
"1875","Perfeito As moedas são perfeitas. Fiquei encantada. Vale a pena alimentar a fantasia das crianças.","pos"
"1876","Recomendo mto o produto Eu adorei a moeda da fada do dente. Super lúdica e bem feita. Apaixonada.","pos"
"1877","Linda Muito fofinha! muito bom para incentivar as crianças a manterem os dentinhos limpinhos.","pos"
"1878","Excelente A moeda é muito bonita e vem feita! meu filho adorou!.","pos"
"1879","Lindo! Simplesmente encantador! meu filho ficou feliz! super recomendo!.","pos"
"1880","Muito bom  Muito bom minha filha amou a moedinha.","pos"
"1881","Excelente Produto de ótima qualidade e muito bonito.","pos"
"1882","Perfeita  Muito linda a moeda! eu amei. Obrigada.","pos"
"1883","Muito bom Linda. Tamanho adequado. Certificado bem impresso.","pos"
"1884","Excelente Excelente produto ! meu filho adorou.","pos"
"1885","Excelente Linda lembrança. Excelente e criativo.","pos"
"1886","Excelente Ótima compra. Produto melhor que o esperado. O fio é super afiado. Bainha muito bem feita. Podem comprar sem medo.","pos"
"1887","Muito boa  E ótima corta muito se vc souber amolar a faca  veio bem em balado.","pos"
"1888","Excelente Um pitéuzinho muinto linda gostei muinto quem comprar ñ vai se arrepender.","pos"
"1889","Excelente Muito bom apoio  no cabo corte da lâmina com pressizao.","pos"
